Klinik_Name,Title,Department,Date,Review,Rating
KRH Klinikum Agness Karll Laatzen,Nach zwei Knie-TEPs kein Hinkebein mehr,Orthopädie,13.04.2021,"['Ebenso wie meine Knie-TEP des rechten Beines vor 8 Monaten war auch die des linken Beines am 8. März 21 dank des Könnens meines Chirurgen sehr erfolgreich. Zum ersten Mal seit über 10 Jahren gehe ich nicht mehr hinkend, voller Schmerzen und in gebeugter Haltung, sondern AUFRECHT, wenn auch zurzeit (knapp 5 Wochen nach der OP) natürlich noch überwiegend auf Krücken.', 'Neben der sehr guten OP sind auch die Physiotherapie und die Lymphdrainage hervorzuheben, die mir sehr gutgetan haben.', 'Im Unterschied zu meiner ersten Knie-TEP im Sommer 2020 erhielt ich diesmal auch eine adäquate postoperative Versorgung mit Schmerzmitteln. Das Pflegepersonal auf Station 21 hat einen richtig guten Job gemacht. Vielen Dank, Schwester V. und KollegInnen inkl. Pflege-Azubis!', 'Aber, liebes AKK, eure Verpflegung ist gruselig. Man hat den Eindruck, dass irgendwo ein maliziöses Kochteam sitzt und mit minderwertigen Zutaten schadenfroh die schlechtestmöglichen Mahlzeiten zubereitet. Meiner Zimmernachbarin und mir wurde von dieser „Verpflegung“ so übel, dass wir in den letzten Tagen unseres Aufenthalts im AKK auf das Essen verzichtet und uns von Zwieback ernährt haben. Natürlich ist die Verpflegung von sekundärer Bedeutung, wenn sie aber so schlecht wie im AKK ist, muss sie kritisiert werden. Mittag- und Abendessen müssten mit dem Vermerk „Für den menschlichen Verzehr ungeeignet“ versehen werden.', 'Dennoch: Der Zweck meines Aufenthalts im AKK wurde erreicht. Ich habe jetzt zwei gesunde Kniegelenke, die meine Lebensqualität und Mobilität extrem verbessern. Das ist ein sehr großes Geschenk. Daher: Von Herzen lieben Dank, AKK!!!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (Das AKK Laatzen ist stark modernisierungsbedürftig. Ich habe die ersten beiden Tage meines Aufenthalts in einem Zimmer ohne Bad verbracht, in dem man sich EINE Toilette mit dem Nachbarzimmer teilen musste (i.d.R. mit 5 Personen, zurzeit mit 3 Personen).)', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Bei Schulterbeschwerden empfehle ich das AKK,Orthopädie,03.01.2021,"['Ich habe sehe gute Erfahrungen mit dem AKK gemacht. Es ist alles gut organisiert und es klappt ausgezeichnet.  Ich wurde Ende Dezember an der Schulter operiert .Kann die Schultersprechstunde jedem empfehlen,  der Probleme hat. Die Ärzte hier haben meines Erachtens viel Erfahrung in diesem Bereich. Ich hatte nur 2 Tage  Aufenthalt im Krankenhaus. Jetzt, Anfang Januar, kann ich schon wieder arbeiten. Es ist alles durch die perfekte Athroskopie gut verheilt und ich kann den Arm wieder besser bewegen als vorher.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Frei von allen zwischenmenschlichen Kompetenzen,Chirurgie,11.12.2020,"['Meine Mutter kam völlig aufgebracht von ihrem Termin zur Vorbesprechung ihrer Schulter-OP zurück. Sie hatte Sie abgesagt, weil der Chefchirurg sämtliche Ihrer Forderungen (wenn möglich nicht mit Übernachtung, wenn möglich kein Kappen der Sehnen) abgelehnt hat und direkt mit diesen Ablehnungen das Gespräch begann. Anschließen teilte er ihr mit, dass ihre Schulterschmerzen sicherlich daher rührten, dass sie zu wenig Sport mache (sie ist Fitnesstrainerin und Marathonläuferin). Er könne sich auch nicht darauf verlassen, dass sie die nötigen Übungen nach der Schulter-OP machen würde (was er in keinster Weise beurteilen kann. Und ich wiederhole: Meine Mutter ist Fitnesstrainerin. Sie liebt den Sport und seine Übungen und würde alles tun, ihn in all seinen Facetten wieder ausleben zu können.)', 'Ich möchte hier nicht über seine chirurgischen Kompetenzen urteilen, seine mangelhafte Beurteilung über ihren bisherigen Beitrag zur Heilung lasse ich aber für sich sprechen. Hier sei vorwiegend das vollkommen fehlende Gespür für zwischenmenschliche Kommunikation kritisiert und das augenscheinliche Bestreben, seine Chefrolle vor den anwesenden AssistenzärztInnen auszuleben.', 'Es geht also nicht um die Klinik im Allgemeinen, sondern hier im Speziellen um ihre Auswahl des Personals.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,gute Klinik und engagierte Fachleute,Verstoß melden,01.12.2020,"['Nachdem ich in einem anderen Krankenhaus abgewiesen wurde ist man hier sofort tätig geworden, hat mehrere Schlaganfälle diagnostiziert, mich auf die Intensivstation verlegt und die Ursache in der Halschlagader innerhalb von zwei Tagen operativ beseitigt.', 'Ich habe sehr bemühte Ärzte und Pflegepersonal erlebt und bin wegen weiterer Fragen nach meiner Entlassung noch zwei weitere Male vorstellig geworden. Auch diese Anliegen sind gewissenhaft und kompetent beurteilt worden.', 'Ich bin sehr zufrieden, hier sitzen und diese Beurteilung schreiben zu können - das habe ich vielen engagierten Menschen zu verdanken.', 'Diejenigen, die absolute Perfektion in weiteren Details verlangen,können sich glücklich schätzen, im Notfall in dieses Krankenhaus eingeliefert zu werden.', 'Ich sage einfach auf diesem Wege nur noch einmal  Danke', 'J. Mensing']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Mürrisch und unfreundlich.,Degenhard,17.11.2020,"['In der Notaufnahme mal reingeschaut wegen erheblicher Platzwunde über der Stirn, Ein Arzt oder Ärztin sollte mal drauf schauen ob genäht werden muss oder auch nicht.', ""Da meldest dich vorne an, fragst ob du eintreten darfst und prompt kommt die Antwort: das müssen Sie schon... Hmmm OK denkt man sich gehst mal rein und erzählst dein Anliegen.... und es folgt die erste Rüge: gehen Sie bitte ein Stück zurück wir müssen hier auch durch..... Stirnrunzeln meinerseits, es sei angemerkt: Tresen der Anmeldung direkt im Türbereich, hinter dir eine Wand so daß der Bereich der Anmeldung b= ca. 1m; l= ca. 2 m hat, somit der Patient aber auch garkeine Möglichkeit hat den von den mürrischen Schwestern und anwesender Ärztin gebührenden Platz zu geben und weiter geht's. Die Dame oder auch  Schwester genannt hinter den Tresen nimmt die Personalien auf, weil noch keine neue Krankenkarte der Versicherung vorhanden ist. Sie kriegt aber auch nur die Hälfte der gemachten Angaben warum auch immer nur teilweise mit, fragt also noch mal nach, dreht sich dabei weg und nölt mich dann weiter voll ich hätte die Angaben auch gleich richtig machen können. Ansage von der Dame oder auch Schwester genannt bitte nehmen Sie im Wartezimmer Platz."", 'Kurz darauf erscheint eine Schwester und fragt was ich den hätte, die Schwester steht ca. 4 m von mir weg als ich ihr nochmals erkläre was mein Anliegen ist, darauf die Schwester ganz patzig das könne Sie aus der Entfernung nicht sehen. Also meine Lieben Schwestern und Ärztin schlechte Tage haben wir alle mal, aber ihr seid auch genauso so ein Dienstleistungsunternehmen wie wir Handwerkerbetriebe, Arbeitnehmer und Angestellten. Freundlichkeit erwartet ihr von euren gegenüber alle mal, also dürfen wir das als Patienten bzw. Kunden doch wohl auch erwarten, ohne das Gefühl vermittelt zu kriegen hier bei euch als Bittsteller behandelt zu werden.', 'Ein großes Lob an den Arzt der hier freundlich, ausgeglichen und zuvorkommend meine Platzwunde am Kopf behandelt hat.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (Bezogen auf die Damen in der Notaufnahme 17.11.2020 09:30 Uhr)', '', 'Qualität der Beratung:', 'sehr zufrieden (Bezogen auf den Doc.)', '', 'Mediz. Behandlung:', 'sehr zufrieden (Bezogen auf den Doc)', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Pflegefehler,Verstoß melden,16.09.2020,"['Meine Frau wurde, da Sie zu Hause auf einmal nicht ansprechbar war vom Rettungsdienst in das KRH Laatzen gebracht.Dort wurde unte anderem ein Nierenstau festgestellt.Sie wurde ärztlich gut behandelt und konnte das Krankenhaus nach 8 Tagen verlassen. Leider nicht so wie sie eingeliefert wurde.Da sie nicht mobil ist wegen eines Schlaganfall habe ich nach dem Aufenthalt zu Hause festgestellt,dass sie am Hacken einen Dekubitus hat.Meine Frau wurde mit gesunden Füßen eingeliefert.Ich rief daraufhin im Krankenhaus an,dort sagte man mir das ist bekannt und wurde dokumontiert.Was nutzt das Dokument wenn man es mir nicht mitteilt.Es ist unerhört das ich es erst selber den Pflegefehler feststellen mußte.Meine Frau wurde permanent gelagert und trotzdem ist es passiert.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Fachklinik,Verstoß melden,23.08.2020,['Fachliche Kompetenzen.'],"['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,"Medizinisch und pflegerisch sehr gut, ansonsten katastrophal",Orthopädie,01.08.2020,"['Ich habe Ende Juni ein neues Knie (Knie-TEP rechts) erhalten und merke bereits jetzt eine enorme Verbesserung im Vergleich zu der Zeit vor der OP. Nochmal ein dickes Dankeschön an meinen Operateur für die gelungene OP! Ein weiteres dickes Dankeschön an das Pflegepersonal, das sehr empathisch und kompetent war. Ein drittes großes Dankeschön an die sehr freundlichen und fähigen jungen ÄrztInnen, die morgens die Visite durchführten.', 'Das Schlimme an meinem Aufenthalt im AKK war, dass meine Zusatzversicherung für die Unterbringung in einem Einzelzimmer am Tag der Aufnahme vom Verwaltungspersonal des Krankenhauses ignoriert und mir eine Unterbringung im Einzelzimmer sogar kategorisch ohne Angabe von Gründen verweigert wurde, nachdem man mir eine solche Unterbringung zuvor telefonisch zugesagt hatte. Stattdessen wurde ich in einem 3-Bett-Zimmer untergebracht, in dem das mittlere Bett wegen der COVID-19-bedingten Einhaltung des Sicherheitsabstands entfernt worden war. Eine solche Unterbringung hätte ich auch ohne jede Zusatzversicherung erhalten. Nachdem ich zunächst eine sehr nette Bettnachbarin hatte, musste ich mich während der letzten 5 Tage meines Aufenthalts im AKK mit einer äußerst anstrengenden Bettnachbarin arrangieren, deren rücksichtsloses Verhalten extrem belastend für mich war und auch das Pflegepersonal an seine Grenzen brachte.', 'Schlimm war auch, dass ich am Tag nach meiner OP stundenlang um effiziente Schmerzmittel bitten und erst einmal meinen Operateur von der Unerträglichkeit meiner Schmerzen überzeugen musste. Nachdem mein Operateur sich schließlich dafür einsetzte, dass ich Opiate bekam, klappte die Schmerzmittelversorgung glücklicherweise tadellos.', 'Die Rahmenbedingungen meines Aufenthalts im AKK Laatzen waren für mich schwierig. Ich habe dort richtig gelitten. Dennoch ist der wichtigste Zweck meines Krankenhausaufenthalts erfüllt worden, nämlich die gelungene OP, die mir schon jetzt einen großen Zugewinn an Mobilität und Lebensqualität beschert.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden (Zufrieden mit Einschränkungen (s. Bericht oben))', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden (Eine Zusatzversicherung für die Unterbringung in einem Einzelzimmer hat im AKK offenbar keine Bedeutung.)', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Für eine zeitnahe OP wurde nicht gesorgt,Neurologie,10.04.2020,"['Das ich einen Bandscheibenvorfall habe, ist mir lange bekannt. Nun kam es aber zu Lähmungserscheinungen im Fuß.', 'Wenn der eingeklemmte Nerv nicht zeitnah entlastet wird, bleibt er dauerhaft geschädigt. Um das zu wissen, braucht man keine medizinische Ausbildung.', 'Also begab Ich mich in die Notaufnahme. Dort lief alles geordnet und ich wurde stationär aufgenommen.', 'Nachdem ein MRT angefertigt wurde, teilte mir der erste Arzt mit,daß eine OP unerlässlich ist.', 'Der zweite Arzt (Deutsche Sprache mäßig) teilte mit, es wäre kein Notfall mehr, da 24 Stunden verstrichen sind.', 'Aufgrund von Coronavirus wäre eine OP derzeit nicht möglich. Man gab mir bei der Entlassung die Kontaktdaten des Nordstadtkrankenhauses mit um mich später um einen OP Termin zu kümmern. Man hat hier billigend in Kauf genommen, daß es zu einer dauerhaften Schädigung kommen kann.', 'Zimmerausstattung mäßig, duschen über Flur, essen unzureichend. Nun wurde ich mit den eingeklemmten Nerv entlassen und eine Woche Zeit verschenkt.', '', 'Es geht aber auch ganz anders.', '', 'Von meinem Hausarzt (er hatte vordem Urlaub) bekam ich die Kontaktdaten einer Neurochirurgischen Gemeinschaftspraxis in Hannover,', 'Calenberger Esplanade 1', 'Also, angerufen, es war Freitag und ich bekam auf Grund meiner Schilderung tatsächlich am gleichen Tag einen Termin.', 'Auch dort sah man die Notwendigkeit einer OP. In dieser Praxis wurden sofort alle Untersuchungen eingeleitet, welche für eine OP notwendig sind und am gleichen Tag im Friederikenstift durchgeführt. ', 'Bereits am Montag wurde ich operiert und befinde mich jetzt auf dem Weg der Besserung.', 'Zwischen beiden Krankenhäusern liegen Welten. Verpflegung top, saubere Zimmer mit Badezimmer usw. ', '', 'Das Agnes Karll kann ich leider nicht empfehlen']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Besser durchs Leben nach Knie-OPs,Orthopädie,08.02.2020,"['Habe 2 Knie-Totalendoprothesen bekommen. ', 'Die medzinische Betreuung war ausgezeichnet, ebenso die pflegerische. Ich habe mich gut aufgehoben gefühlt und meine Lebensqualität ist erheblich gebessert!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Schulter OP,Chirurgie,22.10.2019,"['Ich verstehe garnicht, das hier so viel negatives geschrieben wird. War wegen Schulter OP da und bin sehr zufrieden. Die Aufklärung der Ärzte war gut und die Plegekräfte auf Station 21 waren immer freundlich und hilfsbereit. Das Essen war ok (Es ist neunmal ein Krankenhaus und kein Hotel)  ich würde jedesmal wieder Indiras Krankenhaus gehen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Personal:  von sehr nett bis unsensibel und selbstgefällig,Verstoß melden,23.09.2019,['Mit schwer wiegenden Erkrankungen unbedingt besser ausgestattete Kliniken aufsuchen'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,VIELEN DANK!,Orthopädie,01.09.2019,"['Nachdem ich so viele schlechte Bewertungen gelesen habe, hatte ich mich für meine bevorstehende Hüftspiegelung um ein Einzelzimmer bemüht. Die 150,-€ pro Tag sollten mir egal sein, dafür wollte ich aber meine Toilette nicht mit sechs anderen teilen. ', 'Am Tag der Einweisung wurde mir gesagt, dass das Einzelzimmer aus Kapazitätsgründen leider nicht möglich ist.', 'GOTT SEI DANK!!!', 'Im Nachhinein hätte ich mich wahnsinnig geärgert!', 'Ich bekam ein Dreibettzimmer, zugegeben, auch das entspricht nicht mehr so wirklich dem Standart, aber das Bad war neu und wurde nur von uns Dreien benutzt. ', 'Ich hatte wirklich super nette Mitbewohner. ', 'Das Pflegepersonal und die Ärzte waren immer nett, freundlich und vor allem hilfsbereit!', 'Das Essen war absolut ausreichend und genießbar. Man kann wählen, was man gern essen möchte, egal zu welcher Tischzeit. ', 'Mir persönlich tut es aufrichtig leid, dass hier so fiese Bewertungen abgegeben werden und noch mehr leid tut mir, dass ich sie auch noch geglaubt habe!!!', 'Leute Ihr seid im Krankenhaus und nicht auf dem Bahamas. Ihr wollt gesund werden!', 'Jeder einzelne von uns kann sich privat oder zusätzlich versichern. Dann bekommen wir Chefarztbehandlung, Zeitung und Bademantel ans Bett und Gourmetessen. Sollten WIR uns das nicht leisten können, haben WIR vermutlich irgendetwas falsch gemacht im Leben. Dafür können WIR aber nicht die anderen zur Verantwortung ziehen, die Schwestern und Ärzte, die zu den Begebenheiten auch nichts können, aber Ihren Job machen und sich den Arsch für unsere Gesundheit aufreißen.', 'Denkt mal drüber nach und seid einfach mal zufrieden mit dem was Ihr habt!', 'VIELEN LIEBEN DANK FÜR DIE GUTE PFLEGE UND BETREUUNG AN DAS GESAMTE PERSONAL DES AKK LAATZEN!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,auch Sonntags wird operiert,Plumbago,12.08.2019,"['Bin auf Urlaubsradtour von Stuttgart zur Ostsee vom Rad gestürzt. Sonntag früh Notaufnahme Klinik Laatzen. Röntgenbilder zeigen Schlüsselbein gebrochen und nach unten gerutscht. OP noch am', 'selben Tag, mit Titanplatte verschraubt, durchgeführt. OP super gelaufen. Versorgung durch', 'freundliches Personal. Schon nach zwei Tagen konnte ich weiter. Allerdings mit dem Zug.', 'Nach zwei Wochen schon keine Beschwerden + alle', 'Funktionen. Mini-Narbe, kaum sichtbar.', 'Der Arzt, welcher mir im Urlaubsort, nach 10 Tagen, die Klammern entfernte, war beeindruckt, dass die OP gleich am Sonntag gemacht wurde.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden (über die Risiken der OP ausführlich informiert)', '', 'Mediz. Behandlung:', 'sehr zufrieden (keine Schmerzen nach OP, alle Funktionen wieder, beste Wundheilung)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden (keine Wartezeiten)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,altes Krankenhaus mit kompetenten Ärzten,Orthopädie,06.07.2019,"['Positiv:', 'Entgegen anderen Bewertungen fand ich das Essen vollkommen annehmbar. Zum Frühstück/Abendbrot bekommt man, was man sich vorher aussuchen kann und das Mittagessen schmeckte natürlich nicht wie privat gekocht, für eine Großküche aber durchaus akzeptabel.Und auch die Menge war jedes Mal ausreichend, das kenne ich vom Sana Klinikum anders. ', 'Die Ärzte habe ich alle als nett und kompetent kennengelernt. Besonders dankbar bin ich Dr. Staudacher für seine hervorragende Fuß-OP.', 'Die Schwestern sind prinzipiell überlastet, manche sind trotzdem sehr nett, aber einige sind derart unfreundlich und pampig, dass ich mich entschuldigen möchte, dort Patient zu sein. Das betrifft nicht die Schwesternschülerinnen. Die geben sich alle große Mühe und sind sehr engagiert. ', '', 'Negativ:', 'Ich wurde leider auf die ""Innere Station"" aufgenommen, deren Zimmer noch nicht renoviert wurden. Eine Toilette, auf der man Platzangst bekommt, für 6 (!) Frauen ist einfach nicht zumutbar. Zumal es keinerlei Desinfektion dort gibt. ', 'Die Putzfrau wischt mit demselben Lappen erst die Türklinke, dann über den Lichtschalter und anschließend über mein Esstablett. Auf meine Beschwerde, dass dies nicht gerade hygienisch sei, antwortete sie, sie hätte den Lappen umgefaltet.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Unmögliches Personal,Orthopädie,25.04.2019,"['Nach 3 Stunden warten wird man dann noch von einer Schwester blöd angemacht da man 5min im Gang steht da man schwanger ist und ich nicht stundenlang sitzen kann. Aber wenn man sich abmeldet bekommt man dann mal bescheid wann man dran gewesen wäre obwohl man schon nach 2 Stunden gefragt hat wann.', '', 'Unmögliches Personal!! Nie wieder in dieses Krankenhaus!!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,chirurgie,Verstoß melden,13.03.2019,"['ich war am 12.03.2019 von meiner Orthopädin ins agnes karll Krankenhaus überwiesen worden,ich komme dort in der notaufname an und wurde nicht gerade freundlich empfangen, die Schwester am Empfang war schon sehr unfreundlich, zumal die wartezone auch nicht freundlich aus sieht,der arzt der mich behandelt hat war sehr unfreundlich und der Oberarzt der dann hinzu kam ließ zu wünschen übrig, sehr unfreundlich und patzig noch dazu, die Krankenschwester die mir dann ein verband um meine offene Wunde gelegt hatte war auch nicht sehr gesprächig.dieses Krankenhaus ist nicht zu empfehlen,auf meine Frage wie ich den zurück nach hameln komme,sagte der arzt nur müssen sie mit dem Taxi zurück fahren ein transportschein können wir hier nicht ausstellen da ich nicht gehbehindert wäre,']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,"Notaufnahme, kompetente Ärzte, bisher immer sehr gut behandelt worden",Chirurgie,02.03.2019,"['War bisher 3 Mal in der Notaufnahme, zweimal als Patient, einmal als Begleiter eines Freundes.', 'Stationär bisher nicht. Die Behandlung und Diagnosen in der Notaufnahme bisher, alles richtig.', 'Sicher wirkten manche dort arbeitenden Personen etwas gestresst, aber in einer Notaufnahme kein Wunder, kann ich verstehen. Unfreundlich war da mir gegenüber bisher niemand. Kann trotz einiger zu lesender negativer Erfahrungen Anderer bisher nichts derartiges sagen, bei mir war die Behandlung bisher immer gut. Bei einem Freund, den ich begleitete, der sich einen Fremdkörper aus dem Ohr entfernen lassen mußte ebenso, medizinisch alles in bester Ordnung.', 'Die Wartezeiten sind noch im Rahmen. Der Parkplatz könnte günstiger sein. Das Gebäude ist auch nicht mehr das Neueste, könnte mal eine Sanierung vertragen, naja aber die öffentlichen Gelder für Pleitebanken sind wohl wichtiger, als für Kliniken.', 'Meiner bisherigen Erfahrung nach eine empfehlenswerte Klinik.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden (Bisher immer zufrieden)', '', 'Qualität der Beratung:', 'sehr zufrieden (Ärztl. Beratung bisher immer kompentent und richtig)', '', 'Mediz. Behandlung:', 'sehr zufrieden (mediz. Behandlung immer exakt richtig gewesen, gab nie einen Grund zur Beanstandung)', '', 'Verwaltung und Abläufe:', 'zufrieden (alles in Ordnung)', '', 'Ausstattung und Gestaltung:', 'zufrieden (Parkplatz etwas teuer, Gebäude ziemlich alt)', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Allgemeinzustand AKK,Gastrologie,09.12.2018,"['Ich wurde  wegen einer Gallenblasenentfernung in die Klinik eingewiesen.', '', 'Von den behandelnden Ärzten sowie das Pflegepersonal kann ich nur Gutes sagen. Sie waren alle sehr nett und zuvorkommend.', '', 'Allerdings sind auf dieser Stadion die Zimmer sehr renovierungsbedürftig. Toilettenbenutzung für zwei Zimmer ??? ist ja wohl auch nicht mehr standesgemäß.', '', 'Was ich aber wirklich am allerschlimmsten fand, war das Essen. Zubereitung miserabel und und zum Abendbrot fast gefrorenes Brot trägt absolut nicht zur Gesundung bei.', '', '(Ich weiß nicht, wer zu entscheiden hat, was es für Patienten zu essen geben soll, aber diejenigen , die dies entscheiden, müssten wirklich einmal Frühstück, Mittag und Abendbrot hier genießen!!!)', '', 'Alles im allem bin ich von der ärztlichen Versorgung sehr zufrieden gewesen. Der Allgemeinzustand des Krankenhaus lässt jedoch zu wünschen übrig.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
KRH Klinikum Agness Karll Laatzen,Schulteroperation wegen Kalteinschluss,Chirurgie,27.10.2018,"['Ich bin am 26.10. 2018 an der linken Schulter operiert worden.Vorher gab es eine ausführliche und fachlich Kompetente Beratung. ', '', 'Der Oberarzt,der die OP durchführte, war sehr freundlich und hat offensichtlich viel Erfahrung.', '', 'Über das Gebäude kann ich wenig sagen, ist halt kein Neubau, aber akzeptabel.', '', 'Dsa Pflegepersonal ist von einfühlsam und freundlich bis gehetzt und teilweise zickig, eben wie im richtigen Leben.', '', 'Die Verpflegung ist für einen Kassenpatienten wohl üblich und auch okay.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden (Oberarzt Narkosearzt Pysiotherpeutin)', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden (Mitarbeiterin bei Terminvergabe unfreundlch)', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
